comment,label
@azrayzul Tak la. Pak lah ada je fungsi. Najib pun ada fungsi. Tapi tak seiring dgn climate change ni. Berat sebelah.,c
Penat eh nak ckp pasal climate change ni. Sebab bukan sekadar tanggungjawab kerajaan je.,c
Alaaa delete pulak video kayu balak dibawak arus tu. climate change is real. Kerajaan kena ambik berat pasal ni lebih sikit la.,c
climate change is real ppl WAKE DAFUQ UPP,e
Malaysia ni dah kena ready bencana2 disebabkan climate change ni.,c
Johor is flooding = climate change and global warming worsening,e
"@HanSWara Kawe baru google, dorang ada jugak water catchment area, 2 kot, 1 in progress. maybe lagi efektif juga sebab area pulau senang nak alirkan air keluar. Kawe rasa lah.

And their gov akui climate change unlike out @titm_official. Huhuhu.",c
"@peachasinpitch @1EA1kXEg3KiRS7x @1Obefiend Sy cuma nk ckp, yg rmai org anggap yg menteri kata tk terkesan dgn perubahan iklim, dtg drpd artikel tu
So sy cuma explain, apa sbenarnya konteks sbenar artikel tu
Mlainkan ada artikel lain yg dia ada ckp, itu sy tk ulasla sbb sy cuma explain psal gmbar ss yg atas tu je✌️",c
"Selain perubahan iklim, PRUbahan politik juga adalah bala! https://t.co/0nYBgptU6L",m
Sedihnya climate change dah getting worse 🥺 can we start fresh again?,e
@SyakirAbidin Tapi ad pakcik menteri tu kata negara kita x kena climate change effect 😂 kita terlindung. Hahhaahahahahahaha,c
"With all this banjir incidents, adakah Malaysia masih tidak terkesan dengan masalah climate change?",c
@bernamadotcom I thought our minister said no climate change in Malaysia. Just wonder,e
"@HasmiHashim The climate change requires a mitigation plan that is scientific and extensive. The plan needs to adopt whole-of-society approach. From the govt, all the way to the developers, businesses & the people. But to begin, we need a serious policy that addresses climate change. NOW!!!",e
Climate change is real.,e
COMBINATION OF CLIMATE CHANGE AND BAD TOWN PLANNING. https://t.co/knVI0xhrRk,e
"@artfishstudio @siswhiteswan Not just lebat but angin kuat. It’s like you kena pegang betul2 steering kereta

I read abt this on The Star yg faktor hujan lebat dgn ribut skrg disebabkan La Nina, climate change and north monsoon which result high humidity. Dorang estimate akan berterusan sampai hujung bulan 3",c
stress la aku dengan climate change ni hujan memanjang tak nampak gunung lagi😭,c
"How bout we install aircon at all government schools, and for Life Skills we teach em how to change air con filters.

Students would stop sweating during climate change, study better, and don't grow up reading WhatsApp Messages and think they're facts. https://t.co/2Hrti5A16M",e
"Geng air botol evian sembang pasal climate change, what a joke https://t.co/abDVJKo8Wq",c
"Sebok sgt climate change la apela, handphone ko chage pakai tenaga semula jadi? Office ko? Letrik jana pakai solar? Aircond kau? Lampu jamban kau? Org nk sembang, ko nak sembang, halah.",c
"Pantai Timur dilanda banjir. Tuan Ibrahim pernah kata, Malaysia tak tergolong dalam kategori negara terdedah kepada impak perubahan iklim. 🤭 Baca article bawah ni

https://t.co/OOxlorNLfO",c
Dana jawatankuasa perubahan iklim manfaat untuk aktiviti kajian https://t.co/dwkGrojns0 https://t.co/suHJzqbzY4,m
Waiting for the latest News from locals. Will leave soon as there is window of opportunity. Climate change is real #climatechange,e
Kerajaan Negeri lantik Hee Loy Sian terajui portfolio baharu perubahan iklim https://t.co/SOT1tatVts https://t.co/RaWO1pBWxK,m
"Revolusi perindustrian 4.0, perubahan iklim & teknologi kecerdasan buatan (AI). https://t.co/WfTnB4tVzM",m
"Freak storm again in JB

2022 has been all about climate change",e
"Lake #water to cool buildings and replace air conditioning https://t.co/hYBr9KDWiC
#sdg #climate #infrastructures #developmentmanagement https://t.co/maJH2WHPwC",e
How the filthy rich people on climate change 🤢 they make most damage in one night than us combined for days. Maleh aku. https://t.co/5A0OyHN07E,e
Save the climate change so we can grow old together https://t.co/r6lOxU3PfJ,e
Climate change is real https://t.co/qzlHh9CRST,e
"Childish. Orang berlumba berlawan dasar, tawaran perbaiki keadilan sosio ekonomi, perubahan iklim. Get a fucking new admin https://t.co/HVpf7RETEp",c
Long due to keep our world safe from natural disasters from climate change. Whole world suffering from worst climate for past few decades. Not only human affected also nature and animals as well. https://t.co/x23zSrzonP https://t.co/oheYnDNBxA,e
"Kajian saintifik pasal Climate Change yang sebenar sudah lama kena rogol dan dibenamkan.

Yang ada banyak melimpah dan tak berkesudahan hanya yang condong kepada agenda2 tertentu.

Maka tak hairan la yg tak reti apa itu fotosintesis pon sibuk nak jadi penyelamat bumi.",c
"@mrdcreatives Dunia sibuk pasal Climate Change, dia pon sibuk sama.

Orang makan tahi...dia pon sibuk nak makan tahi..",c
"There are 4 conclusion from this event:

1. Climate change is real & happen in Malaysia. Although the minister of environment denied it
2. We need to setup contegency plan for tornado disaster ASAP!
3. Our country are not bullet-proof from nature disaster
4. WE NEED REED TIMMER! https://t.co/j7mQ5aTaCY",e
"Climate change is real. Bukan main-main. Naik 0.5 - 1 °C je tapi kesan global warming bukan kepalang. Faiz Abd Rahman cakap, kesan direct ialah peningkatan kos operasi 50% untuk urus dan bekal hasil pertanian. Government please take note. #JohorMemilih #PRNJohor https://t.co/GaWVk43D6R",c
@BernamaTV Turut menzahirkan prihatin kepada mangsa. What to do Malaysia tidak alami climate change kata menteri. #potongbalak #deforestation #ClimateCrisis #climatechange #houseofbalak @PASPusat #harimau @zuraida_my,c
Mana menteri yang cakap climate change tak affected malaysia? Dungu betul https://t.co/w3qRrF8U6e,c
"Eh, Malaysia mana terkesan daripada perubahan iklim? Ni video mungkin dari negara lain. Betul tak @titm_official ? https://t.co/VZgs0OyKYM",m
Nampak kan hujan sekarang lain macam? Ko tengok musim panas nanti tengah tahun macam mana tapi ada menteri cakap Malaysia tak terkesan dengan perubahan Iklim. https://t.co/74ecEjAL1l,m
"@Thiban_ben @MatthewShanmu10 He was supposed to represent Malaysia to Glasgow on Climate change summit instead of the other PAS moron who spoke Bahasa without any interpretor to help out that day !
Hope he can be sent to a zoo's cage where there are tigers kept !",e
"Asal hujan lebat sikit terus petik Climate Change...

Pastu rasa diri macam environmentalist nak selamatkan bumi...",c
"Weather dengan Climate Change pon dah jadi benda sama sekarang eh?

Pfft..",c
@neenaasabki while in Gombak tadi. even semalam hujan angin dia betul2 kencang. the government should already prepare about this country/world climate change. but https://t.co/JP3V4mWgWM,c
Last 2 years the death and contracted Covid-19 was all illness and chronic disease. World need clean up from bad environment just like climate change which created by human error for big money gain. Covid-19 will live forever with human to clean up bad weather to good climate https://t.co/TsRCsYCzRm https://t.co/qoPVot1XIg,e
"DHC @DaveThomasFCDO spoke on climate change, energy transition and the race to zero to over 200 delegates at the UK-based Energy Industries Council Annual Asia Pacific breakfast event in KL yesterday. The Council now have 90 Malaysian members in all. 🇬🇧🇲🇾 https://t.co/bLGZsK85jZ",e
"Climate change is the one issue we can't afford to sit on because when it's too late, it really is too late... https://t.co/bd0A2kUAlo",e
"@fmtoday We have to look after our own environment. Otherwise, mother nature is going to hit us hard without any mercy. Climate change is a reality n humans are also her victims.",e
Next ten years never done vaccine for poor countries. Covid-19 live with people to save the planet from pollution and climate change https://t.co/KnSFTB5x0J https://t.co/yXWPPi835A,e
Some politicians still refuse to recognize da reality of climate change... It's 2022... That's a disgrace... 😪😪😪#StuckInTime #capitalistslave,e
"@malaysiakini A relevant Minister, recently said,our country was not facing any climate change. What an absurd statement from a so called leader. 
Mother nature hits hard without any mercy when the environment is destroyed.",e
"Yes....teruskan tebang balak.

Esok2 anak cucu korang nak ada kawasan perumahan juga..

Gi mampos dengan agenda Climate Change. https://t.co/BFFX86Bapi",c
Climate Change dah jadi fatwa ke sekarang ni? https://t.co/lMF5fEHpKs,c
Kalaulah pemimpin Malaysia ambil serius kata - kata pakar mengenai kesan perubahan iklim terhadap negara kita….. https://t.co/3kxZVhR7Fa,m
Terpesona dgn climate change? 🥺 https://t.co/ygNYdav3iq,c
I wish i have some ‘orang tua’ back home to discuss on climate change impacts. https://t.co/9cogtV3dtz,c
"Hmm demam dah 4 hari ni. Hari ni rasa macam dah ok sikit, sekali rupanya office ada Influenza virus outbreak. Sudahnya kena check juga🙄 (@ Sunway Medical Centre in Petaling Jaya, Selangor) https://t.co/kDQ1pjI5H3",c
"19.9.2019: Sampling result, positive Influenza A yang berkemungkinan dijangkiti from school or school van or elsewhere. Mana-mana pun possible. Influenza memang tengah outbreak sekarang… https://t.co/98zylpr2pk",c
Konon pi Hong Kong bulan 1 tu nak lari dari virus influenza kat malaysia ni. Then masuk China 2 hari. Ermmm member cakap plak sana SARS outbreak.,c
"If tengok series pandemic dekat netflix, most scientist, doctors and WHO sentiasa ready untuk virus outbreak melibatkan influenza, SARS, H1N1. And mostly researchers pun cakap China is a “time bomb” for pandemic outbreak.

WW1 : 20mil
Influenza outbreak 1918: 50mil died https://t.co/M7WQtnJiTO",c
"Currently we are experiencing influenza. A virus outbreak for several states in Malaysia. According to Ministry Of Health, this influenza categorizes as Year-round & the situation is not serious & under… https://t.co/0iJUgz9C2o",e
"Waktu influenza outbreak, satu hari boleh dpt 30 case +ve influenza.   Tu pun dah barai teruk. Ni case influenza tak settle lg dah ada nCov. bila nak settle😭😭😭😭",c
"@izzahsy7 Until sendiri terjangkit. 

Masa outbreak influenza A dulu yang antivax pun minta vaksin.",c
"Dulu cukup mengkhawatirkan dan mungkin mirip seperti virus outbreak di China:

1. Flu Burung (Avian Influenza H5N1) https://t.co/rWIUfjjwAh

2. MERS-CoV (Middle East Respiratory Syndrome - Corona Virus) https://t.co/4eL0PE3cs8

3. Flu Babi (Pandemic H1N1) https://t.co/J6nC31GOth https://t.co/rd65ExolOG",c
"Now we have first confirmed Wuhan virus case in Singapore, and one suspected Wuhan virus case in Sabah. On top of that influenza outbreak still not stoping. Ah.",e
"INFLUENZA vs DENGUE

Perhatian utk penduduk BBST dan kawasan sekitarnya, harini dan smlm ada 3 case positive dengue. Kesemua pesakit berumur dlm lingkungan 9-13 tahun. 

Walaupun kita masih dlm outbreak influenza, jgn lupa tentang virus yg merbabaya iaitu Denggi 
#Influenza https://t.co/bKkB285fGU",c
"Coming back to Miri, there is influenza outbreak 😷",e
"Influenza outbreak ni Salah satu tanda Allah nak bagi

Bala,kalau Allah nak timpakan atas kita,tak kira usia,tak kenal siapa,tak kira salah siapa",c
@misszikrans Influenza outbreak ni kena kuarintin. Doc takot berjangkit.  So dok rumoh jela huhu.,c
"Influenza outbreak.

Bila anak or diri sndri demam, make sure paracetamol (PCM) tu makan ikut time and correct dose.
Bukan biar je lps tu meroyan temperature x turun2 padahal last PCM taken more than 6h.
Tahu risau.. tp,suap cket ilmu kt dri sndri tu how to manage fever.
MANDI!!",c
Say no to China visitor pls.. we can’t handle this virus with the influenza outbreak right now https://t.co/MeiDVUvLLQ,e
This influenza A outbreak ni giving me such headache!,e
"Alhamdulillah... 🤲🏼
After 3days admitted, my daughter Nik Syaffia Qhadeeja discharged today due to positive Influenza A. Dugaan di awal tahun  2020.

Influenza outbreak in Asia right now. Please be extra careful… https://t.co/KquFEFqmWI",e
Influenza outbreak in peninsular is scary.,e
Nak topup skincare kat guardian. But i’m sooo malas nak pergi mall since influenza outbreak nii 😭😭😭,c
serious ke nak g mall on weekend tgh influenza outbreak ni? takde tmpt lg crowded nak pg?😒,c
"Selama ni vaksin influenza tu macam tiada-tiada ja orang pandang. Sampai expired.

Sekarang macam pisang goreng panas baru angkat. Habis licin.

Skg lagi banyak outbreak H1N1 lah. SARS lah. Pneumonia pelik-pelik dari china la elak lah pegi tempat crowded bagus tidur dirumah.",c
"Too many people are getting sick lately with news on influenza, Wuhan virus and sars outbreak, its important to be on the alert and to make sure u have strong immune system to help fight it off.

Remember your… https://t.co/qTBTbV0EuV",e
"Recently ramai anak2 kecil kene warded due to influenza A since Nov last year. The Outbreak is really serius!

Those who think of Medical Card, can dm me ya.

#PruBSNTakaful",c
Influenza a outbreak at schools are scary 😞,e
"Be safe all of us. This is Influenza Outbreak. Stay Hydrated 💦
#influenza https://t.co/C0JeKgKB7f",e
"Influenza outbreak again since Disember 2019. Severe cases has been reported particularly in children. Keep safe and get treated. Help prevent spreading too. 
Photo credit MOH.
@msumcmalaysia 
@MSUmalaysia 
#caringhealingeducating 
#influenzaAB
#outbreak https://t.co/q4iV5lEDWN",e
Sikit ni mana maunya asap jerebu sampai Malaysia :’( https://t.co/nexVdTpHql,c
Welcome back haze! https://t.co/21DgIpG1UE,e
@metmalaysia Salam. Mengapa ada keadaan haze di pinggiran Taman Tun Dr Ismail KL? Cuaca kering? https://t.co/sWZXhCWtkq,c
Dah masuk musim jerebu balik ke ni?🤔,m
Selesai urusan anak2 hr ni. Letih dia xgt lah. Lama dah bsenang lemau segala. Nak kena keep on track balik ni. Jgn dia kata tutup sekolah sbb jerebu pulak sudah 😪,c
"Jerebu ke? @ Kuala Lumpur, Malaysia https://t.co/GCWXj5M2aw",m
Aku rase leni macam jerebu tapi takdok berita lagi,m
Jerebu ke tiba2 kt Putrajaya?@Twt_PutrajayaWP 😷😷😷 https://t.co/1kUlelcdZY,m
Why KL mcm jerebu je hari ni.,c
"Apalah bala. Tak cukup dengan covid-19, jerebu pulak kat selayang ni. Hmmm... I dono wat to say.",c
Jerebu ke kat luar,m
Gelap nak hujan or jerebu?,m
KL/Selangor tengah jerebu ke?,m
Is it just my street or is it hazey outside? Bau macam jerebu.,c
Pagi ni mendung elok..tak pasti mendung hujan ka sebab jerebu bakar jerami padi.,m
Shah Alam dilanda jerebu. 😷,m
Selamat pagi. Teruk ya jerebu pagi ni.,m
Okay so jerebu is back?,c
"Nostalgic betul bau jerebu, lepas ni siapa tak pakai mask N95 kena saman 20k 😭🤘",m
Can't sleep. Headache from heat and haze.,e
Start jerebu ye gais,c
Jerebu ke? Asal ada bau asap kuat ke..ada sesiapa yg bau asap jgk x? @Twt_Cyberjaya,m
"Adakah jerebu? Atau ada benda terbakar teruk area Putra/Cyberjaya? Dari pagi tadi ""berkabus"" dan bau asap kuat. @Twt_Cyberjaya @Twt_PutrajayaWP",m
Jerebu lak dah ni.hal hal la indon ni,m
Spend my days locked in a haze,e
Kuching weather forecast today haze..from the fireworks last night! Sarawak rocks! https://t.co/jrvkHU645Z,e
